cluster,lat,lon,size,method
177,34.14922424242424,-118.36148787878788,33,hdbscan
181,34.18405454545455,-118.4529787878788,33,hdbscan
440,34.02395454545456,-118.2625303030303,33,hdbscan
264,34.01807878787879,-118.3349515151515,33,hdbscan
73,34.224884375,-118.51508125000001,32,hdbscan
128,34.200434375,-118.40033125,32,hdbscan
360,33.99960625,-118.260928125,32,hdbscan
7,34.321543750000004,-118.462234375,32,hdbscan
174,34.210971875,-118.44880625,32,hdbscan
170,34.23839375,-118.4468,32,hdbscan
144,34.05049375,-118.41796875,32,hdbscan
68,34.171946875,-118.52769687499999,32,hdbscan
271,34.049878125,-118.3438,32,hdbscan
228,34.066087499999995,-118.36595625000001,32,hdbscan
208,34.019384375,-118.412590625,32,hdbscan
247,34.0761,-118.37345483870969,31,hdbscan
514,34.044990322580645,-118.24709354838714,31,hdbscan
15,33.97442258064516,-118.38750967741937,31,hdbscan
154,34.20848064516129,-118.46001935483866,31,hdbscan
309,33.963712903225804,-118.2629096774194,31,hdbscan
202,34.037851612903225,-118.46076129032257,31,hdbscan
306,33.93853548387097,-118.25421290322578,31,hdbscan
225,34.0197870967742,-118.2408741935484,31,hdbscan
172,34.21323548387095,-118.45816129032258,31,hdbscan
153,34.060096774193546,-118.41986451612905,31,hdbscan
333,34.10003548387097,-118.3112903225806,31,hdbscan
156,34.045535483870964,-118.43405161290322,31,hdbscan
396,33.9930935483871,-118.27783548387096,31,hdbscan
329,34.100196666666676,-118.31691666666667,30,hdbscan
42,34.194786666666666,-118.51017999999996,30,hdbscan
456,34.047233333333324,-118.26013999999999,30,hdbscan
304,33.9537,-118.25627666666666,30,hdbscan
92,34.22279999999999,-118.40438333333331,30,hdbscan
502,34.046253333333325,-118.23646333333333,30,hdbscan
450,34.03733666666666,-118.23843000000004,30,hdbscan
343,34.06545333333334,-118.31150666666667,30,hdbscan
398,34.0457,-118.27639333333332,30,hdbscan
402,34.06746333333333,-118.28728666666666,30,hdbscan
168,34.17762666666667,-118.43116333333333,30,hdbscan
371,34.05991999999999,-118.3138966666667,30,hdbscan
234,33.968773333333324,-118.2608,30,hdbscan
237,34.01687999999999,-118.25006333333333,30,hdbscan
27,34.22571333333333,-118.48790333333332,30,hdbscan
186,34.181153333333334,-118.43951333333334,30,hdbscan
